Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2003-07-09,140.9957733154297,146.23054452902682,133.0148780155959,141.5106617607315,35164284
2003-07-10,143.31280517578125,144.77167542394204,141.1674039006947,143.31280517578125,10464179
2003-07-11,148.76211547851562,150.04935612092163,142.66917119999832,143.95641184240432,11740117
2003-07-14,152.70962524414062,153.8252362711412,149.53443470151382,149.53443470151382,5982324
2003-07-15,151.20790100097656,171.6321266967934,148.4617895927263,171.6321266967934,6173689
2003-07-16,151.98028564453125,153.6966072753244,150.47850421758724,151.42247325782657,3759085
2003-07-17,147.77525329589844,152.75258741483057,146.44510174164625,152.32350711310352,3814181
2003-07-18,143.65606689453125,147.51778926367984,137.3056842363942,141.5964868687815,5375212
2003-07-21,141.51068115234375,145.37240394649555,139.92309186033205,145.02914493592328,3315845
2003-07-22,143.52734375,145.157843463624,139.107822408947,140.738322122571,4627992
2003-07-23,149.92063903808594,152.75257135056182,145.71565776117555,146.31636750152128,13262249
2003-07-24,149.40577697753906,151.89443766762975,148.33307614655297,150.95045569856498,4305936
2003-07-25,149.0195770263672,150.17809902809464,147.68943862485406,149.6631974507733,2832967
2003-07-28,153.4820098876953,161.33417318524502,150.26390802894707,161.33417318524502,5415867
2003-07-29,154.72637939453125,156.95758939483272,153.69658915635415,154.4260179067535,5229181
2003-07-30,155.4128875732422,158.54516847859514,154.55472698607795,155.54160642352028,4632246
2003-07-31,155.19834899902344,157.6011881918374,154.1685458083986,155.92777764880927,3562717
2003-08-01,160.60475158691406,162.19235393999637,153.39620776071087,156.1852297199965,8027285
2003-08-04,169.57254028320312,170.34487958761733,158.75971145445445,161.20547440925213,9982429
2003-08-05,166.139892578125,174.59276638621455,165.49627214679623,170.77395444589553,9651327
2003-08-06,164.42355346679688,169.48669506903806,162.921772624413,164.33773218086475,7451054
2003-08-07,167.6845703125,168.1994718928255,164.9813697520189,166.0540704656211,3223676
2003-08-08,169.1863555908203,170.68813662784837,168.19947614714133,169.05763673972876,2530289
2003-08-11,173.5200653076172,174.89312746273524,168.19947237189427,170.0016148136753,5651311
2003-08-12,180.5998992919922,181.9300508677063,174.63568562065205,174.8931364247406,8215213
2003-08-13,186.90737915039062,188.36624953472256,181.93004510870696,182.78820569884238,7839204
2003-08-14,185.8346710205078,192.57122352840636,184.50451953981099,191.36980398780395,6298655
2003-08-15,185.8346710205078,185.8346710205078,185.8346710205078,185.8346710205078,0
2003-08-18,186.135009765625,189.6534731016877,184.84776899796648,187.164812855344,3382031
2003-08-19,185.06231689453125,188.70949922266664,184.5045177762598,188.66660167086943,3080091
2003-08-20,193.08609008789062,194.33042004955934,186.47825762378054,186.56406580712647,6049174
2003-08-21,195.61770629882812,196.43295625054546,191.62726474361125,194.8024563471108,4012069
2003-08-22,196.77622985839844,199.77979198372878,193.85847593709678,195.70352909935187,4436016
2003-08-25,189.69638061523438,198.6212445525657,185.4484887709708,197.37691444993152,4827198
2003-08-26,199.47943115234375,201.66774332648694,186.22085234828796,186.22085234828796,3968069
2003-08-27,201.06704711914062,203.8989799422679,199.95143563190956,202.011015997188,2267859
2003-08-28,195.70352172851562,202.31135553647138,193.94428993103938,202.31135553647138,3554363
