Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,30.896240234375,33.62960604727621,25.53700130653391,27.579347988281896,855215656
2007-10-08,29.314573287963867,31.940446244514217,29.13030069765617,31.940446244514217,126671715
2007-10-09,31.310842514038086,31.58724924482206,27.748255301780677,29.329919973198724,116725709
2007-10-10,31.602611541748047,32.2475634777961,31.326204759320543,32.124714398993284,67931378
2007-10-11,35.13447952270508,36.85434961576896,31.326198423076104,36.85434961576896,106320954
2007-10-12,34.90414047241211,36.209398414700736,34.09027458857068,34.3973941044033,99410791
2007-10-15,35.36482238769531,35.84086017213798,35.05770284892276,35.62587482876705,41814972
2007-10-16,38.97346496582031,39.58770801977556,35.16518469097169,35.41087858009455,138614496
2007-10-17,42.013954162597656,42.996733963419196,32.5853827213614,35.01162777456898,204876259
2007-10-18,40.539798736572266,45.89903784654958,38.80457369248591,42.68963610655662,146617799
2007-10-19,40.401580810546875,42.04467095870007,38.38994559839817,39.61842359095013,110266491
2007-10-22,39.86414337158203,41.1079763493526,38.543526311938024,39.58773650603047,72253405
2007-10-23,42.704978942871094,43.088878332590404,40.84690339728464,40.84690339728464,74594921
2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
2007-10-25,41.95255661010742,42.935341232609744,37.05399614621103,40.61658519581048,34522489
2007-10-26,43.21171951293945,43.90273832182369,41.53791673185676,42.68961474666382,62370025
2007-10-29,44.08702087402344,45.1465849550928,43.70312144835705,43.91810679296037,43657697
2007-10-30,45.06980895996094,46.282928750426564,43.365292863539196,44.68590950115997,79921711
2007-10-31,46.006526947021484,47.02002412717177,45.14659373256927,45.300153532691176,44655368
2007-11-01,44.9776611328125,47.49604271922373,44.60912022920405,47.1428561245084,50632492
2007-11-02,45.79151916503906,46.06793000253324,42.99673133657171,43.34992203657557,32001693
2007-11-05,46.72825241088867,47.75710376325044,45.4844157017078,45.760826636353954,38833135
2007-11-06,47.34250259399414,50.33691898433603,46.69755053834365,47.54212952023495,81880281
2007-11-07,46.65146255493164,48.89343318301811,45.60725711398143,48.21777279914431,33593141
2007-11-08,45.85297775268555,47.09681492071803,44.83948450369061,45.4537238462517,27990521
2007-11-12,46.958580017089844,47.7878042768736,43.257787794661745,44.47091140331308,35153735
2007-11-13,48.07957077026367,49.04699640671284,46.23685368537953,47.757096946638946,43830531
2007-11-14,47.44997787475586,49.599814493825214,47.2042797618029,48.924149890173396,36738579
2007-11-15,48.248504638671875,49.09308357628662,47.342500112090974,48.34063885654476,29242252
2007-11-16,47.91066360473633,49.00093637077168,47.35784590029854,48.03351059497508,18895294
2007-11-19,49.64588928222656,51.44253956828878,48.63239638525592,49.00093736343811,40716718
2007-11-20,48.878074645996094,50.828284086953644,48.27919002145246,49.44624649084466,26342171
2007-11-21,45.06980895996094,49.46161710241373,43.97953199762075,49.16985601307043,26814499
2007-11-22,43.51884460449219,46.405771333613096,41.63006044936625,44.59376289048297,34096185
2007-11-23,46.40578079223633,46.68218757471451,43.79526025716782,46.375068001833014,27664090
2007-11-26,46.77430725097656,48.125632118781716,46.40576637734307,48.125632118781716,20159123
2007-11-27,45.622615814208984,47.572825611622775,45.14658222143697,47.572825611622775,20573198
2007-11-28,44.94694519042969,46.835733330275175,44.63982570955394,46.62074802743233,16435311
2007-11-29,43.73383712768555,46.31364060565342,43.16566510701047,46.0679466232091,25530967
2007-11-30,45.42300033569336,45.6994071415563,43.91811513437185,44.532354332101136,18437721
2007-12-03,46.06793975830078,46.63611169430855,45.622614795208875,45.975801404432616,16851227
2007-12-04,45.46907424926758,46.75897842383213,45.131241806826694,46.375078867780395,14008727
2007-12-05,47.28106689453125,47.44998515414579,45.45370798732882,45.54584219033625,27725290
2007-12-06,46.40578079223633,49.03165147414278,45.80689595888709,48.30991964475611,24104710
2007-12-07,46.206146240234375,47.35784455137229,45.37692595556037,46.69753835276831,11742386
2007-12-10,46.25221633911133,46.82038415915534,45.65333156618744,46.65147007734367,8330010
2007-12-11,46.0372428894043,46.927888957922036,45.80690317346472,46.66683644674189,11685950
2007-12-12,46.006526947021484,46.42113924046586,45.14659373256927,45.45371333281309,16342131
2007-12-13,45.23871994018555,46.68218347210167,45.069805856175876,46.06794438032041,14620172
2007-12-14,44.79340744018555,45.49978509232279,44.563067716449254,45.08517275648215,10991851
2007-12-17,42.09074783325195,45.30014900096923,41.46115021638992,45.05445084600755,19355678
2007-12-18,41.90647888183594,43.30387137774739,40.601220598516576,41.6147135993341,21607783
2007-12-19,41.13867950439453,43.62634904230106,40.785492805348014,43.257803864249695,19526912
2007-12-20,40.72406005859375,42.01396378935012,40.539787501974935,41.67613146314485,17105204
2007-12-24,41.967899322509766,42.628205540010306,41.00046938100772,41.33830172839132,16711519
2007-12-26,43.24243927001953,43.76454412053359,42.198233734566486,42.198233734566486,20930094
2007-12-27,43.54956817626953,44.747333729956246,43.18102300640778,44.133094557237314,44565277
2007-12-28,43.887386322021484,44.07165884719412,42.99673647794948,43.45741570809377,18354518
2007-12-31,44.20987319946289,44.47092567357681,43.672413938583134,44.225231677690694,11982308
2008-01-01,45.02372741699219,45.43833957098833,44.02558905190784,44.44020120590399,16687746
2008-01-02,44.778045654296875,45.36157202396097,44.117739389530236,45.023739652394624,13437280
2008-01-03,46.620765686035156,46.80503827747266,43.96418200333749,44.50164129844414,31815218
2008-01-04,46.375057220458984,47.91065472786742,46.067937718977305,47.296415724904044,28011310
2008-01-07,45.99116897583008,47.0507290130649,45.4997768214023,46.08330318234586,15858063
2008-01-08,44.42485427856445,46.682183789314564,43.88739506960373,46.0372319054466,13282666
2008-01-09,43.718482971191406,44.67055453701799,43.610990281157164,44.47092763585501,13113527
2008-01-10,42.67428207397461,45.146597565163326,42.38251676274392,43.91811905989982,18023003
2008-01-11,43.3192253112793,43.733837555589446,41.614709232576615,43.257799732279395,11629440
2008-01-14,43.97953414916992,44.44021352226825,42.704988716713046,43.39600777636055,10264240
2008-01-15,42.64353942871094,44.87015516092019,42.29035293878557,44.685886846575556,11558334
2008-01-16,41.76826477050781,42.68962336843481,40.708704882236916,42.33643673901118,14834065
2008-01-17,42.889251708984375,43.8413230336186,41.031176153609906,41.92182190933548,16169395
2008-01-18,40.89298629760742,42.58214409322866,40.53979542606205,42.53607282088715,13254156
2008-01-21,33.93672561645508,40.53979730545056,29.560269042123384,40.53979730545056,33202389
2008-01-22,30.52769660949707,32.24756725170865,24.2470989439773,30.58912011469288,58755707
2008-01-23,33.93672561645508,35.241983973582094,31.0190892887594,31.0190892887594,28425991
2008-01-24,34.01350402832031,36.424393721234814,32.401126128454564,35.764087414405026,29911930
2008-01-25,35.764076232910156,35.93299029385532,34.32061289809289,35.62587078990057,12550722
2008-01-28,36.147987365722656,36.42439417603566,32.401126533020246,35.272695661751264,13601109
2008-01-29,35.549102783203125,36.76222689509756,35.01164347183303,36.24012189782182,7679877
2008-01-30,33.583526611328125,35.77943021119445,33.13820166847961,35.62587046063632,9016102
2008-01-31,31.387630462646484,34.028859807633005,31.01908736591973,33.9367235127543,41538563
2008-02-01,32.4778938293457,32.708233442808094,31.633315246650287,31.925078340478517,9089201
2008-02-04,34.15169906616211,34.55095486488725,33.09213712235169,33.09213712235169,12009385
2008-02-05,35.211265563964844,35.67194491066256,33.47604085785193,34.21312697945313,14593303
2008-02-06,34.90414047241211,35.31875265190115,32.95393279654749,34.243834346486985,12429218
2008-02-07,33.261051177978516,35.61051664363967,33.046067940785406,34.428105714896404,11300078
2008-02-08,32.401119232177734,33.752444351333004,31.802234473464182,33.47603760330186,13514197
