sorted_price
22331.4
22512.7
22679.4
22713.1
22819.6
22912.4
22968.2
23002.2
23114.5
23123.7
23151.1
23306.4
23408.8
23581.2
23639.2
23775.1
23777.8
23866.8
23997.3
24028.1
24050.6
24261.6
24450.4
24480.5
24765.9
24865.7
25048.7
25088.4
25157.5
25175.4
25178.7
25232.5
25289.9
25320.7
25342.8
25418.9
25424.7
25454.3
25471.1
25482.5
25492.3
25496.6
25509.7
25571.2
25574.3
25585.5
25597.7
25642.8
25665.6
25682.8
25683.3
25693.7
25694.3
25694.9
25713
25725.4
25727.6
25732.3
25758
25763.3
25776
25790.2
25807.2
25815.6
25818.6
25819.3
25839.7
25860.1
25867.3
25875.8
25876.8
25879.2
25884.8
25898.6
25910.1
25910.1
25935.2
25938.8
25942.1
25953.8
25959.5
25960.6
25966.4
25986
26013.4
26027.3
26032.2
26033.8
26042.3
26046.9
26052.7
26068.2
26129.6
26140.8
26142.1
26146.6
26172.4
26175.8
26177.2
26178.7
26186.4
26192.2
26202.9
26205.3
26215.6
26250.3
26328.6
